Part Number;Product Image;Package;Dimensions(mm);Carrier Frequency(kHz);AGC;Transmission DistanceTyp.(m);Detection Threshold /Sensitivity Typ.;Half ViewingAngle(°);Supply CurrentTyp.(mA);Pinning;Recommended for RemoteControl Code;Application;Mounting;Image path;Datasheet part;3d model part
TSOP93440;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;40;AGC4;30;0.08;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82841.png;Datasheet\/ir-receiver-modules/TSOP93440\TSOP93440.pdf;Datasheet\/ir-receiver-modules/TSOP93440\TSOP93440.zip
TSOP93440DF1P;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;40;AGC4;30;0.08;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;;Remote control;SMD;image/ir-receiver-modules/82884.png;Datasheet\/ir-receiver-modules/TSOP93440DF1P\TSOP93440DF1P.pdf;Datasheet\/ir-receiver-modules/TSOP93440DF1P\TSOP93440DF1P.zip
TSOP93440P10TR;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;40;AGC4;30;0.08;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82874.png;Datasheet\/ir-receiver-modules/TSOP93440P10TR\TSOP93440P10TR.pdf;None
TSOP93440P16TR;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;40;AGC4;30;0.08;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82879.png;Datasheet\/ir-receiver-modules/TSOP93440P16TR\TSOP93440P16TR.pdf;None
TSOP93456;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;56;AGC4;30;0.08;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;RCA;Remote control;Leaded;image/ir-receiver-modules/82841.png;Datasheet\/ir-receiver-modules/TSOP93456\TSOP93456.pdf;Datasheet\/ir-receiver-modules/TSOP93456\TSOP93456.zip
TSOP93456;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;56;AGC4;30;0.08;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;r-step;Remote control;Leaded;image/ir-receiver-modules/82841.png;Datasheet\/ir-receiver-modules/TSOP93456\TSOP93456.pdf;Datasheet\/ir-receiver-modules/TSOP93456\TSOP93456.zip
TSOP93456DF1P;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;56;AGC4;30;0.08;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;RCA;Remote control;SMD;image/ir-receiver-modules/82884.png;Datasheet\/ir-receiver-modules/TSOP93456DF1P\TSOP93456DF1P.pdf;Datasheet\/ir-receiver-modules/TSOP93456DF1P\TSOP93456DF1P.zip
TSOP93456DF1P;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;56;AGC4;30;0.08;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;r-step;Remote control;SMD;image/ir-receiver-modules/82884.png;Datasheet\/ir-receiver-modules/TSOP93456DF1P\TSOP93456DF1P.pdf;Datasheet\/ir-receiver-modules/TSOP93456DF1P\TSOP93456DF1P.zip
TSOP93456P10TR;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;56;AGC4;30;0.08;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;RCA;Remote control;Leaded;image/ir-receiver-modules/82874.png;Datasheet\/ir-receiver-modules/TSOP93456P10TR\TSOP93456P10TR.pdf;None
TSOP93456P10TR;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;56;AGC4;30;0.08;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;r-step;Remote control;Leaded;image/ir-receiver-modules/82874.png;Datasheet\/ir-receiver-modules/TSOP93456P10TR\TSOP93456P10TR.pdf;None
TSOP93456P16TR;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;56;AGC4;30;0.08;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;RCA;Remote control;Leaded;image/ir-receiver-modules/82879.png;Datasheet\/ir-receiver-modules/TSOP93456P16TR\TSOP93456P16TR.pdf;None
TSOP93456P16TR;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;56;AGC4;30;0.08;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;r-step;Remote control;Leaded;image/ir-receiver-modules/82879.png;Datasheet\/ir-receiver-modules/TSOP93456P16TR\TSOP93456P16TR.pdf;None
TSOP93530;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;30;AGC5;28;0.12;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82840.png;Datasheet\/ir-receiver-modules/TSOP93530\TSOP93530.pdf;Datasheet\/ir-receiver-modules/TSOP93530\TSOP93530.zip
TSOP93530DF1P;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;30;AGC5;28;0.12;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;;Remote control;SMD;image/ir-receiver-modules/82883.png;Datasheet\/ir-receiver-modules/TSOP93530DF1P\TSOP93530DF1P.pdf;Datasheet\/ir-receiver-modules/TSOP93530DF1P\TSOP93530DF1P.zip
TSOP93530P10TR;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;30;AGC5;28;0.12;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82873.png;Datasheet\/ir-receiver-modules/TSOP93530P10TR\TSOP93530P10TR.pdf;None
TSOP93530P16TR;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;30;AGC5;28;0.12;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82878.png;Datasheet\/ir-receiver-modules/TSOP93530P16TR\TSOP93530P16TR.pdf;None
TSOP93533;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;33;AGC5;28;0.12;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82840.png;Datasheet\/ir-receiver-modules/TSOP93533\TSOP93533.pdf;Datasheet\/ir-receiver-modules/TSOP93533\TSOP93533.zip
TSOP93533DF1P;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;33;AGC5;28;0.12;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;;Remote control;SMD;image/ir-receiver-modules/82883.png;Datasheet\/ir-receiver-modules/TSOP93533DF1P\TSOP93533DF1P.pdf;Datasheet\/ir-receiver-modules/TSOP93533DF1P\TSOP93533DF1P.zip
TSOP93533P10TR;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;33;AGC5;28;0.12;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82873.png;Datasheet\/ir-receiver-modules/TSOP93533P10TR\TSOP93533P10TR.pdf;None
TSOP93533P16TR;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;33;AGC5;28;0.12;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82878.png;Datasheet\/ir-receiver-modules/TSOP93533P16TR\TSOP93533P16TR.pdf;None
TSOP93536;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;36;AGC5;28;0.12;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82840.png;Datasheet\/ir-receiver-modules/TSOP93536\TSOP93536.pdf;Datasheet\/ir-receiver-modules/TSOP93536\TSOP93536.zip
TSOP93536DF1P;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;36;AGC5;28;0.12;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;;Remote control;SMD;image/ir-receiver-modules/82883.png;Datasheet\/ir-receiver-modules/TSOP93536DF1P\TSOP93536DF1P.pdf;Datasheet\/ir-receiver-modules/TSOP93536DF1P\TSOP93536DF1P.zip
TSOP93536P10TR;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;36;AGC5;28;0.12;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82873.png;Datasheet\/ir-receiver-modules/TSOP93536P10TR\TSOP93536P10TR.pdf;None
TSOP93536P16TR;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;36;AGC5;28;0.12;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82878.png;Datasheet\/ir-receiver-modules/TSOP93536P16TR\TSOP93536P16TR.pdf;None
TSOP93538;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;38;AGC5;28;0.12;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82840.png;Datasheet\/ir-receiver-modules/TSOP93538\TSOP93538.pdf;Datasheet\/ir-receiver-modules/TSOP93538\TSOP93538.zip
TSOP93538DF1P;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;38;AGC5;28;0.12;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;;Remote control;SMD;image/ir-receiver-modules/82883.png;Datasheet\/ir-receiver-modules/TSOP93538DF1P\TSOP93538DF1P.pdf;Datasheet\/ir-receiver-modules/TSOP93538DF1P\TSOP93538DF1P.zip
TSOP93538P10TR;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;38;AGC5;28;0.12;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82873.png;Datasheet\/ir-receiver-modules/TSOP93538P10TR\TSOP93538P10TR.pdf;None
TSOP93538P16TR;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;38;AGC5;28;0.12;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82878.png;Datasheet\/ir-receiver-modules/TSOP93538P16TR\TSOP93538P16TR.pdf;None
TSOP93540;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;40;AGC5;28;0.12;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82840.png;Datasheet\/ir-receiver-modules/TSOP93540\TSOP93540.pdf;Datasheet\/ir-receiver-modules/TSOP93540\TSOP93540.zip
TSOP93540DF1P;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;40;AGC5;28;0.12;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;;Remote control;SMD;image/ir-receiver-modules/82883.png;Datasheet\/ir-receiver-modules/TSOP93540DF1P\TSOP93540DF1P.pdf;Datasheet\/ir-receiver-modules/TSOP93540DF1P\TSOP93540DF1P.zip
TSOP93540P10TR;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;40;AGC5;28;0.12;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82873.png;Datasheet\/ir-receiver-modules/TSOP93540P10TR\TSOP93540P10TR.pdf;None
TSOP93540P16TR;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;40;AGC5;28;0.12;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82878.png;Datasheet\/ir-receiver-modules/TSOP93540P16TR\TSOP93540P16TR.pdf;None
TSOP93556;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;56;AGC5;28;0.12;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;r-map;Remote control;Leaded;image/ir-receiver-modules/82840.png;Datasheet\/ir-receiver-modules/TSOP93556\TSOP93556.pdf;Datasheet\/ir-receiver-modules/TSOP93556\TSOP93556.zip
TSOP93556DF1P;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;56;AGC5;28;0.12;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;r-map;Remote control;SMD;image/ir-receiver-modules/82883.png;Datasheet\/ir-receiver-modules/TSOP93556DF1P\TSOP93556DF1P.pdf;Datasheet\/ir-receiver-modules/TSOP93556DF1P\TSOP93556DF1P.zip
TSOP93556P10TR;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;56;AGC5;28;0.12;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;r-map;Remote control;Leaded;image/ir-receiver-modules/82873.png;Datasheet\/ir-receiver-modules/TSOP93556P10TR\TSOP93556P10TR.pdf;None
TSOP93556P16TR;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;56;AGC5;28;0.12;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;r-map;Remote control;Leaded;image/ir-receiver-modules/82878.png;Datasheet\/ir-receiver-modules/TSOP93556P16TR\TSOP93556P16TR.pdf;None
TSOP93630;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;30;AGC6;32;0.07;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82842.png;Datasheet\/ir-receiver-modules/TSOP93630\TSOP93630.pdf;Datasheet\/ir-receiver-modules/TSOP93630\TSOP93630.zip
TSOP93630DF1P;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;30;AGC6;32;0.07;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;;Remote control;SMD;image/ir-receiver-modules/82885.png;Datasheet\/ir-receiver-modules/TSOP93630DF1P\TSOP93630DF1P.pdf;None
TSOP93630P10TR;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;30;AGC6;32;0.07;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82875.png;Datasheet\/ir-receiver-modules/TSOP93630P10TR\TSOP93630P10TR.pdf;None
TSOP93630P16TR;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;30;AGC6;32;0.07;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82880.png;Datasheet\/ir-receiver-modules/TSOP93630P16TR\TSOP93630P16TR.pdf;None
TSOP93633;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;33;AGC6;32;0.07;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82842.png;Datasheet\/ir-receiver-modules/TSOP93633\TSOP93633.pdf;Datasheet\/ir-receiver-modules/TSOP93633\TSOP93633.zip
TSOP93633DF1P;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;33;AGC6;32;0.07;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;;Remote control;SMD;image/ir-receiver-modules/82885.png;Datasheet\/ir-receiver-modules/TSOP93633DF1P\TSOP93633DF1P.pdf;None
TSOP93633P10TR;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;33;AGC6;32;0.07;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82875.png;Datasheet\/ir-receiver-modules/TSOP93633P10TR\TSOP93633P10TR.pdf;None
TSOP93633P16TR;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;33;AGC6;32;0.07;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82880.png;Datasheet\/ir-receiver-modules/TSOP93633P16TR\TSOP93633P16TR.pdf;None
TSOP93636;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;36;AGC6;32;0.07;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;Panasonic;Remote control;Leaded;image/ir-receiver-modules/82842.png;Datasheet\/ir-receiver-modules/TSOP93636\TSOP93636.pdf;Datasheet\/ir-receiver-modules/TSOP93636\TSOP93636.zip
TSOP93636;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;36;AGC6;32;0.07;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;RC-5;Remote control;Leaded;image/ir-receiver-modules/82842.png;Datasheet\/ir-receiver-modules/TSOP93636\TSOP93636.pdf;Datasheet\/ir-receiver-modules/TSOP93636\TSOP93636.zip
TSOP93636DF1P;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;36;AGC6;32;0.07;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;Panasonic;Remote control;SMD;image/ir-receiver-modules/82885.png;Datasheet\/ir-receiver-modules/TSOP93636DF1P\TSOP93636DF1P.pdf;None
TSOP93636DF1P;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;36;AGC6;32;0.07;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;RC-5;Remote control;SMD;image/ir-receiver-modules/82885.png;Datasheet\/ir-receiver-modules/TSOP93636DF1P\TSOP93636DF1P.pdf;None
TSOP93636P10TR;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;36;AGC6;32;0.07;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;Panasonic;Remote control;Leaded;image/ir-receiver-modules/82875.png;Datasheet\/ir-receiver-modules/TSOP93636P10TR\TSOP93636P10TR.pdf;None
TSOP93636P10TR;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;36;AGC6;32;0.07;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;RC-5;Remote control;Leaded;image/ir-receiver-modules/82875.png;Datasheet\/ir-receiver-modules/TSOP93636P10TR\TSOP93636P10TR.pdf;None
TSOP93636P16TR;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;36;AGC6;32;0.07;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;Panasonic;Remote control;Leaded;image/ir-receiver-modules/82880.png;Datasheet\/ir-receiver-modules/TSOP93636P16TR\TSOP93636P16TR.pdf;None
TSOP93636P16TR;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;36;AGC6;32;0.07;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;RC-5;Remote control;Leaded;image/ir-receiver-modules/82880.png;Datasheet\/ir-receiver-modules/TSOP93636P16TR\TSOP93636P16TR.pdf;None
TSOP93638;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;38;AGC6;32;0.07;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;Mitsubishi;Remote control;Leaded;image/ir-receiver-modules/82842.png;Datasheet\/ir-receiver-modules/TSOP93638\TSOP93638.pdf;Datasheet\/ir-receiver-modules/TSOP93638\TSOP93638.zip
TSOP93638;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;38;AGC6;32;0.07;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;NEC;Remote control;Leaded;image/ir-receiver-modules/82842.png;Datasheet\/ir-receiver-modules/TSOP93638\TSOP93638.pdf;Datasheet\/ir-receiver-modules/TSOP93638\TSOP93638.zip
TSOP93638;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;38;AGC6;32;0.07;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;Sharp;Remote control;Leaded;image/ir-receiver-modules/82842.png;Datasheet\/ir-receiver-modules/TSOP93638\TSOP93638.pdf;Datasheet\/ir-receiver-modules/TSOP93638\TSOP93638.zip
TSOP93638DF1P;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;38;AGC6;32;0.07;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;Mitsubishi;Remote control;SMD;image/ir-receiver-modules/82885.png;Datasheet\/ir-receiver-modules/TSOP93638DF1P\TSOP93638DF1P.pdf;None
TSOP93638DF1P;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;38;AGC6;32;0.07;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;NEC;Remote control;SMD;image/ir-receiver-modules/82885.png;Datasheet\/ir-receiver-modules/TSOP93638DF1P\TSOP93638DF1P.pdf;None
TSOP93638DF1P;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;38;AGC6;32;0.07;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;Sharp;Remote control;SMD;image/ir-receiver-modules/82885.png;Datasheet\/ir-receiver-modules/TSOP93638DF1P\TSOP93638DF1P.pdf;None
TSOP93638P10TR;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;38;AGC6;32;0.07;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;Mitsubishi;Remote control;Leaded;image/ir-receiver-modules/82875.png;Datasheet\/ir-receiver-modules/TSOP93638P10TR\TSOP93638P10TR.pdf;None
TSOP93638P10TR;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;38;AGC6;32;0.07;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;NEC;Remote control;Leaded;image/ir-receiver-modules/82875.png;Datasheet\/ir-receiver-modules/TSOP93638P10TR\TSOP93638P10TR.pdf;None
TSOP93638P10TR;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;38;AGC6;32;0.07;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;Sharp;Remote control;Leaded;image/ir-receiver-modules/82875.png;Datasheet\/ir-receiver-modules/TSOP93638P10TR\TSOP93638P10TR.pdf;None
TSOP93638P16TR;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;38;AGC6;32;0.07;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;Mitsubishi;Remote control;Leaded;image/ir-receiver-modules/82880.png;Datasheet\/ir-receiver-modules/TSOP93638P16TR\TSOP93638P16TR.pdf;None
TSOP93638P16TR;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;38;AGC6;32;0.07;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;NEC;Remote control;Leaded;image/ir-receiver-modules/82880.png;Datasheet\/ir-receiver-modules/TSOP93638P16TR\TSOP93638P16TR.pdf;None
TSOP93638P16TR;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;38;AGC6;32;0.07;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;Sharp;Remote control;Leaded;image/ir-receiver-modules/82880.png;Datasheet\/ir-receiver-modules/TSOP93638P16TR\TSOP93638P16TR.pdf;None
TSOP93640;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;40;AGC6;32;0.07;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82842.png;Datasheet\/ir-receiver-modules/TSOP93640\TSOP93640.pdf;Datasheet\/ir-receiver-modules/TSOP93640\TSOP93640.zip
TSOP93640DF1P;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;40;AGC6;32;0.07;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;;Remote control;SMD;image/ir-receiver-modules/82885.png;Datasheet\/ir-receiver-modules/TSOP93640DF1P\TSOP93640DF1P.pdf;None
TSOP93640P10TR;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;40;AGC6;32;0.07;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82875.png;Datasheet\/ir-receiver-modules/TSOP93640P10TR\TSOP93640P10TR.pdf;None
TSOP93640P16TR;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;40;AGC6;32;0.07;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82880.png;Datasheet\/ir-receiver-modules/TSOP93640P16TR\TSOP93640P16TR.pdf;None
TSOP93656;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;56;AGC6;32;0.07;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82842.png;Datasheet\/ir-receiver-modules/TSOP93656\TSOP93656.pdf;Datasheet\/ir-receiver-modules/TSOP93656\TSOP93656.zip
TSOP93656DF1P;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;56;AGC6;32;0.07;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;;Remote control;SMD;image/ir-receiver-modules/82885.png;Datasheet\/ir-receiver-modules/TSOP93656DF1P\TSOP93656DF1P.pdf;None
TSOP93656P10TR;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;56;AGC6;32;0.07;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82875.png;Datasheet\/ir-receiver-modules/TSOP93656P10TR\TSOP93656P10TR.pdf;None
TSOP93656P16TR;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;56;AGC6;32;0.07;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82880.png;Datasheet\/ir-receiver-modules/TSOP93656P16TR\TSOP93656P16TR.pdf;None
TSOP94230;Enlarge;Mold;6.0 W x 6.95 H x 5.6 D;30;AGC2;32;0.07;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82834.png;Datasheet\/ir-receiver-modules/TSOP94230\TSOP94230.pdf;Datasheet\/ir-receiver-modules/TSOP94230\TSOP94230.zip
TSOP94233;Enlarge;Mold;6.0 W x 6.95 H x 5.6 D;33;AGC2;32;0.07;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82834.png;Datasheet\/ir-receiver-modules/TSOP94233\TSOP94233.pdf;Datasheet\/ir-receiver-modules/TSOP94233\TSOP94233.zip
TSOP94236;Enlarge;Mold;6.0 W x 6.95 H x 5.6 D;36;AGC2;32;0.07;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82834.png;Datasheet\/ir-receiver-modules/TSOP94236\TSOP94236.pdf;Datasheet\/ir-receiver-modules/TSOP94236\TSOP94236.zip
TSOP94238;Enlarge;Mold;6.0 W x 6.95 H x 5.6 D;38;AGC2;32;0.07;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82834.png;Datasheet\/ir-receiver-modules/TSOP94238\TSOP94238.pdf;Datasheet\/ir-receiver-modules/TSOP94238\TSOP94238.zip
TSOP94240;Enlarge;Mold;6.0 W x 6.95 H x 5.6 D;40;AGC2;32;0.07;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;Sony;Remote control;Leaded;image/ir-receiver-modules/82834.png;Datasheet\/ir-receiver-modules/TSOP94240\TSOP94240.pdf;Datasheet\/ir-receiver-modules/TSOP94240\TSOP94240.zip
TSOP94256;Enlarge;Mold;6.0 W x 6.95 H x 5.6 D;56;AGC2;32;0.07;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;Cisco;Remote control;Leaded;image/ir-receiver-modules/82834.png;Datasheet\/ir-receiver-modules/TSOP94256\TSOP94256.pdf;Datasheet\/ir-receiver-modules/TSOP94256\TSOP94256.zip
TSOP94330;Enlarge;Mold;6.0 W x 6.95 H x 5.6 D;30;AGC3;32;0.07;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82835.png;Datasheet\/ir-receiver-modules/TSOP94330\TSOP94330.pdf;Datasheet\/ir-receiver-modules/TSOP94330\TSOP94330.zip
TSOP94333;Enlarge;Mold;6.0 W x 6.95 H x 5.6 D;33;AGC3;32;0.07;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82835.png;Datasheet\/ir-receiver-modules/TSOP94333\TSOP94333.pdf;Datasheet\/ir-receiver-modules/TSOP94333\TSOP94333.zip
TSOP94336;Enlarge;Mold;6.0 W x 6.95 H x 5.6 D;36;AGC3;32;0.07;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;RCMM;Remote control;Leaded;image/ir-receiver-modules/82835.png;Datasheet\/ir-receiver-modules/TSOP94336\TSOP94336.pdf;Datasheet\/ir-receiver-modules/TSOP94336\TSOP94336.zip
