Part Number;Product Image;Voltage;Capacitance;Dielectric;Lead Spacing(mm/inch);Lead Style;Packaging;Image path;Datasheet part;3d model part
PC0140WH20233BJ1;Enlarge;13000;2000;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PC0140WH20233BJ1\PC0140WH20233BJ1.pdf;Datasheet\capacitors\PC0140WH20233BJ1\PC0140WH20233BJ1.zip
PC0140WH25233BJ1;Enlarge;13000;2500;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PC0140WH25233BJ1\PC0140WH25233BJ1.pdf;Datasheet\capacitors\PC0140WH25233BJ1\PC0140WH25233BJ1.zip
PC0140WH25238BJ1;Enlarge;13000;2500;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PC0140WH25238BJ1\PC0140WH25238BJ1.pdf;Datasheet\capacitors\PC0140WH25238BJ1\PC0140WH25238BJ1.zip
PC0140WH60138BH1;Enlarge;13000;600;R42;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PC0140WH60138BH1\PC0140WH60138BH1.pdf;Datasheet\capacitors\PC0140WH60138BH1\PC0140WH60138BH1.zip
PC0140WH80138BH1;Enlarge;13000;800;R42;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PC0140WH80138BH1\PC0140WH80138BH1.pdf;Datasheet\capacitors\PC0140WH80138BH1\PC0140WH80138BH1.zip
PC0140WJ10233BJ1;Enlarge;14000;1000;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PC0140WJ10233BJ1\PC0140WJ10233BJ1.pdf;Datasheet\capacitors\PC0140WJ10233BJ1\PC0140WJ10233BJ1.zip
PC0140WJ12238BJ1;Enlarge;14000;1200;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PC0140WJ12238BJ1\PC0140WJ12238BJ1.pdf;Datasheet\capacitors\PC0140WJ12238BJ1\PC0140WJ12238BJ1.zip
PC0140WJ16233BJ1;Enlarge;14000;1600;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PC0140WJ16233BJ1\PC0140WJ16233BJ1.pdf;Datasheet\capacitors\PC0140WJ16233BJ1\PC0140WJ16233BJ1.zip
PC0140WJ30138BG1;Enlarge;14000;300;R16;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PC0140WJ30138BG1\PC0140WJ30138BG1.pdf;Datasheet\capacitors\PC0140WJ30138BG1\PC0140WJ30138BG1.zip
PC0140WJ50138BH1;Enlarge;14000;500;R42;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PC0140WJ50138BH1\PC0140WJ50138BH1.pdf;Datasheet\capacitors\PC0140WJ50138BH1\PC0140WJ50138BH1.zip
PC0140WL30238BK1;Enlarge;16000;3000;R230;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PC0140WL30238BK1\PC0140WL30238BK1.pdf;Datasheet\capacitors\PC0140WL30238BK1\PC0140WL30238BK1.zip
PC0200BJ16138BF1;Enlarge;15000;160;R7;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PC0200BJ16138BF1\PC0200BJ16138BF1.pdf;Datasheet\capacitors\PC0200BJ16138BF1\PC0200BJ16138BF1.zip
PC0200BJ20136BF1;Enlarge;15000;200;R7;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PC0200BJ20136BF1\PC0200BJ20136BF1.pdf;Datasheet\capacitors\PC0200BJ20136BF1\PC0200BJ20136BF1.zip
PC0200BJ20138BF1;Enlarge;15000;200;R7;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PC0200BJ20138BF1\PC0200BJ20138BF1.pdf;Datasheet\capacitors\PC0200BJ20138BF1\PC0200BJ20138BF1.zip
PC0200BJ25136BF1;Enlarge;15000;250;R7;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PC0200BJ25136BF1\PC0200BJ25136BF1.pdf;Datasheet\capacitors\PC0200BJ25136BF1\PC0200BJ25136BF1.zip
PC0200BJ25138BF1;Enlarge;15000;250;R7;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PC0200BJ25138BF1\PC0200BJ25138BF1.pdf;Datasheet\capacitors\PC0200BJ25138BF1\PC0200BJ25138BF1.zip
PC0200BJ50136BG1;Enlarge;15000;500;R16;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PC0200BJ50136BG1\PC0200BJ50136BG1.pdf;Datasheet\capacitors\PC0200BJ50136BG1\PC0200BJ50136BG1.zip
PC0200BJ50138BG1;Enlarge;15000;500;R16;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PC0200BJ50138BG1\PC0200BJ50138BG1.pdf;Datasheet\capacitors\PC0200BJ50138BG1\PC0200BJ50138BG1.zip
PC0200BJ60138BG1;Enlarge;15000;600;R16;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PC0200BJ60138BG1\PC0200BJ60138BG1.pdf;Datasheet\capacitors\PC0200BJ60138BG1\PC0200BJ60138BG1.zip
PC0200BJ80136BH1;Enlarge;15000;800;R42;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PC0200BJ80136BH1\PC0200BJ80136BH1.pdf;Datasheet\capacitors\PC0200BJ80136BH1\PC0200BJ80136BH1.zip
PC0200BJ80138BH1;Enlarge;15000;800;R42;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PC0200BJ80138BH1\PC0200BJ80138BH1.pdf;Datasheet\capacitors\PC0200BJ80138BH1\PC0200BJ80138BH1.zip
PC0200WF40136BF1;Enlarge;12000;400;R7;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PC0200WF40136BF1\PC0200WF40136BF1.pdf;None
PC0200WF40138BF1;Enlarge;12000;400;R7;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PC0200WF40138BF1\PC0200WF40138BF1.pdf;Datasheet\capacitors\PC0200WF40138BF1\PC0200WF40138BF1.zip
PC0200WF60236BJ1;Enlarge;12000;6000;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PC0200WF60236BJ1\PC0200WF60236BJ1.pdf;Datasheet\capacitors\PC0200WF60236BJ1\PC0200WF60236BJ1.zip
PC0200WF60238BJ1;Enlarge;12000;6000;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PC0200WF60238BJ1\PC0200WF60238BJ1.pdf;None
PC0200WH40238BJ1;Enlarge;13000;4000;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PC0200WH40238BJ1\PC0200WH40238BJ1.pdf;Datasheet\capacitors\PC0200WH40238BJ1\PC0200WH40238BJ1.zip
PC0200WH50238BJ1;Enlarge;13000;5000;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PC0200WH50238BJ1\PC0200WH50238BJ1.pdf;None
PC0200WJ10238BH1;Enlarge;14000;1000;R42;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PC0200WJ10238BH1\PC0200WJ10238BH1.pdf;Datasheet\capacitors\PC0200WJ10238BH1\PC0200WJ10238BH1.zip
PC0200WJ12238BH1;Enlarge;14000;1200;R42;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PC0200WJ12238BH1\PC0200WJ12238BH1.pdf;Datasheet\capacitors\PC0200WJ12238BH1\PC0200WJ12238BH1.zip
PC0200WJ16238BH1;Enlarge;14000;1600;R42;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PC0200WJ16238BH1\PC0200WJ16238BH1.pdf;Datasheet\capacitors\PC0200WJ16238BH1\PC0200WJ16238BH1.zip
PC0200WJ20236BJ1;Enlarge;14000;2000;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PC0200WJ20236BJ1\PC0200WJ20236BJ1.pdf;None
PC0200WJ25236BJ1;Enlarge;14000;2500;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PC0200WJ25236BJ1\PC0200WJ25236BJ1.pdf;Datasheet\capacitors\PC0200WJ25236BJ1\PC0200WJ25236BJ1.zip
PC0200WJ25238BJ1;Enlarge;14000;2500;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PC0200WJ25238BJ1\PC0200WJ25238BJ1.pdf;Datasheet\capacitors\PC0200WJ25238BJ1\PC0200WJ25238BJ1.zip
PC0200WJ30133BF1;Enlarge;14000;300;R7;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PC0200WJ30133BF1\PC0200WJ30133BF1.pdf;Datasheet\capacitors\PC0200WJ30133BF1\PC0200WJ30133BF1.zip
PC0200WJ30136BF1;Enlarge;14000;300;R7;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PC0200WJ30136BF1\PC0200WJ30136BF1.pdf;Datasheet\capacitors\PC0200WJ30136BF1\PC0200WJ30136BF1.zip
PC0200WJ30138BF1;Enlarge;14000;300;R7;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PC0200WJ30138BF1\PC0200WJ30138BF1.pdf;Datasheet\capacitors\PC0200WJ30138BF1\PC0200WJ30138BF1.zip
PC0200WJ30238BJ1;Enlarge;14000;3000;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PC0200WJ30238BJ1\PC0200WJ30238BJ1.pdf;Datasheet\capacitors\PC0200WJ30238BJ1\PC0200WJ30238BJ1.zip
PD0070WE80133BJ1;Enlarge;11000;800;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0070WE80133BJ1\PD0070WE80133BJ1.pdf;Datasheet\capacitors\PD0070WE80133BJ1\PD0070WE80133BJ1.zip
PD0070WE80136BJ1;Enlarge;11000;800;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0070WE80136BJ1\PD0070WE80136BJ1.pdf;Datasheet\capacitors\PD0070WE80136BJ1\PD0070WE80136BJ1.zip
PD0070WE80138BJ1;Enlarge;11000;800;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0070WE80138BJ1\PD0070WE80138BJ1.pdf;None
PD0070WF60136BJ1;Enlarge;12000;600;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0070WF60136BJ1\PD0070WF60136BJ1.pdf;Datasheet\capacitors\PD0070WF60136BJ1\PD0070WF60136BJ1.zip
PD0070WF60138BJ1;Enlarge;12000;600;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0070WF60138BJ1\PD0070WF60138BJ1.pdf;Datasheet\capacitors\PD0070WF60138BJ1\PD0070WF60138BJ1.zip
PD0070WF80033BG1;Enlarge;12000;80;R16;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0070WF80033BG1\PD0070WF80033BG1.pdf;Datasheet\capacitors\PD0070WF80033BG1\PD0070WF80033BG1.zip
PD0070WF80036BG1;Enlarge;12000;80;R16;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0070WF80036BG1\PD0070WF80036BG1.pdf;Datasheet\capacitors\PD0070WF80036BG1\PD0070WF80036BG1.zip
PD0070WF80038BG1;Enlarge;12000;80;R16;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0070WF80038BG1\PD0070WF80038BG1.pdf;Datasheet\capacitors\PD0070WF80038BG1\PD0070WF80038BG1.zip
PD0070WH12138BH1;Enlarge;13000;120;R42;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0070WH12138BH1\PD0070WH12138BH1.pdf;None
PD0070WH14133BH1;Enlarge;13000;140;R42;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0070WH14133BH1\PD0070WH14133BH1.pdf;Datasheet\capacitors\PD0070WH14133BH1\PD0070WH14133BH1.zip
PD0070WH16133BH1;Enlarge;13000;160;R42;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0070WH16133BH1\PD0070WH16133BH1.pdf;Datasheet\capacitors\PD0070WH16133BH1\PD0070WH16133BH1.zip
PD0070WH16133BHA;Enlarge;13000;160;R42;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0070WH16133BHA\PD0070WH16133BHA.pdf;Datasheet\capacitors\PD0070WH16133BHA\PD0070WH16133BHA.zip
PD0070WH16136BH1;Enlarge;13000;160;R42;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0070WH16136BH1\PD0070WH16136BH1.pdf;Datasheet\capacitors\PD0070WH16136BH1\PD0070WH16136BH1.zip
PD0070WH16138BH1;Enlarge;13000;160;R42;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0070WH16138BH1\PD0070WH16138BH1.pdf;Datasheet\capacitors\PD0070WH16138BH1\PD0070WH16138BH1.zip
PD0070WH40133BJ1;Enlarge;13000;400;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0070WH40133BJ1\PD0070WH40133BJ1.pdf;Datasheet\capacitors\PD0070WH40133BJ1\PD0070WH40133BJ1.zip
PD0070WH40136BJ1;Enlarge;13000;400;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0070WH40136BJ1\PD0070WH40136BJ1.pdf;Datasheet\capacitors\PD0070WH40136BJ1\PD0070WH40136BJ1.zip
PD0070WH40138BJ1;Enlarge;13000;400;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0070WH40138BJ1\PD0070WH40138BJ1.pdf;Datasheet\capacitors\PD0070WH40138BJ1\PD0070WH40138BJ1.zip
PD0070WH50136BJ1;Enlarge;13000;500;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0070WH50136BJ1\PD0070WH50136BJ1.pdf;Datasheet\capacitors\PD0070WH50136BJ1\PD0070WH50136BJ1.zip
PD0070WH50138BJ1;Enlarge;13000;500;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0070WH50138BJ1\PD0070WH50138BJ1.pdf;Datasheet\capacitors\PD0070WH50138BJ1\PD0070WH50138BJ1.zip
PD0070WJ10133BH1;Enlarge;14000;100;R42;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0070WJ10133BH1\PD0070WJ10133BH1.pdf;Datasheet\capacitors\PD0070WJ10133BH1\PD0070WJ10133BH1.zip
PD0070WJ10136BH1;Enlarge;14000;100;R42;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0070WJ10136BH1\PD0070WJ10136BH1.pdf;Datasheet\capacitors\PD0070WJ10136BH1\PD0070WJ10136BH1.zip
PD0070WJ10138BH1;Enlarge;14000;100;R42;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0070WJ10138BH1\PD0070WJ10138BH1.pdf;Datasheet\capacitors\PD0070WJ10138BH1\PD0070WJ10138BH1.zip
PD0070WJ11136BH1;Enlarge;14000;110;R42;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0070WJ11136BH1\PD0070WJ11136BH1.pdf;Datasheet\capacitors\PD0070WJ11136BH1\PD0070WJ11136BH1.zip
PD0070WJ20136BJ1;Enlarge;14000;200;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0070WJ20136BJ1\PD0070WJ20136BJ1.pdf;Datasheet\capacitors\PD0070WJ20136BJ1\PD0070WJ20136BJ1.zip
PD0070WJ20138BJ1;Enlarge;14000;200;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0070WJ20138BJ1\PD0070WJ20138BJ1.pdf;Datasheet\capacitors\PD0070WJ20138BJ1\PD0070WJ20138BJ1.zip
PD0070WJ25033BF1;Enlarge;14000;25;R7;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0070WJ25033BF1\PD0070WJ25033BF1.pdf;Datasheet\capacitors\PD0070WJ25033BF1\PD0070WJ25033BF1.zip
PD0070WJ25036BF1;Enlarge;14000;25;R7;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0070WJ25036BF1\PD0070WJ25036BF1.pdf;Datasheet\capacitors\PD0070WJ25036BF1\PD0070WJ25036BF1.zip
PD0070WJ25038BF1;Enlarge;14000;25;R7;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0070WJ25038BF1\PD0070WJ25038BF1.pdf;Datasheet\capacitors\PD0070WJ25038BF1\PD0070WJ25038BF1.zip
PD0070WJ25136BJ1;Enlarge;14000;250;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0070WJ25136BJ1\PD0070WJ25136BJ1.pdf;Datasheet\capacitors\PD0070WJ25136BJ1\PD0070WJ25136BJ1.zip
PD0070WJ25138BJ1;Enlarge;14000;250;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0070WJ25138BJ1\PD0070WJ25138BJ1.pdf;Datasheet\capacitors\PD0070WJ25138BJ1\PD0070WJ25138BJ1.zip
PD0070WJ30033BF1;Enlarge;14000;30;R7;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0070WJ30033BF1\PD0070WJ30033BF1.pdf;Datasheet\capacitors\PD0070WJ30033BF1\PD0070WJ30033BF1.zip
PD0070WJ30036BF1;Enlarge;14000;30;R7;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0070WJ30036BF1\PD0070WJ30036BF1.pdf;Datasheet\capacitors\PD0070WJ30036BF1\PD0070WJ30036BF1.zip
PD0070WJ30038BF1;Enlarge;14000;30;R7;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0070WJ30038BF1\PD0070WJ30038BF1.pdf;Datasheet\capacitors\PD0070WJ30038BF1\PD0070WJ30038BF1.zip
PD0070WJ30133BJ1;Enlarge;14000;300;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0070WJ30133BJ1\PD0070WJ30133BJ1.pdf;Datasheet\capacitors\PD0070WJ30133BJ1\PD0070WJ30133BJ1.zip
PD0070WJ30136BJ1;Enlarge;14000;300;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0070WJ30136BJ1\PD0070WJ30136BJ1.pdf;Datasheet\capacitors\PD0070WJ30136BJ1\PD0070WJ30136BJ1.zip
PD0070WJ30138BJ1;Enlarge;14000;300;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0070WJ30138BJ1\PD0070WJ30138BJ1.pdf;Datasheet\capacitors\PD0070WJ30138BJ1\PD0070WJ30138BJ1.zip
PD0070WJ40033BG1;Enlarge;14000;40;R16;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0070WJ40033BG1\PD0070WJ40033BG1.pdf;Datasheet\capacitors\PD0070WJ40033BG1\PD0070WJ40033BG1.zip
PD0070WJ40036BG1;Enlarge;14000;40;R16;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0070WJ40036BG1\PD0070WJ40036BG1.pdf;Datasheet\capacitors\PD0070WJ40036BG1\PD0070WJ40036BG1.zip
PD0070WJ40038BG1;Enlarge;14000;40;R16;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0070WJ40038BG1\PD0070WJ40038BG1.pdf;Datasheet\capacitors\PD0070WJ40038BG1\PD0070WJ40038BG1.zip
PD0070WJ50033BG1;Enlarge;14000;50;R16;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0070WJ50033BG1\PD0070WJ50033BG1.pdf;Datasheet\capacitors\PD0070WJ50033BG1\PD0070WJ50033BG1.zip
PD0070WJ50036BG1;Enlarge;14000;50;R16;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0070WJ50036BG1\PD0070WJ50036BG1.pdf;Datasheet\capacitors\PD0070WJ50036BG1\PD0070WJ50036BG1.zip
PD0070WJ50038BG1;Enlarge;14000;50;R16;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0070WJ50038BG1\PD0070WJ50038BG1.pdf;Datasheet\capacitors\PD0070WJ50038BG1\PD0070WJ50038BG1.zip
PD0070WJ60033BG1;Enlarge;14000;60;R16;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0070WJ60033BG1\PD0070WJ60033BG1.pdf;Datasheet\capacitors\PD0070WJ60033BG1\PD0070WJ60033BG1.zip
PD0070WL50138BK1;Enlarge;16000;500;R230;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0070WL50138BK1\PD0070WL50138BK1.pdf;Datasheet\capacitors\PD0070WL50138BK1\PD0070WL50138BK1.zip
PD0100BJ10133BG1;Enlarge;15000;100;R16;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0100BJ10133BG1\PD0100BJ10133BG1.pdf;Datasheet\capacitors\PD0100BJ10133BG1\PD0100BJ10133BG1.zip
PD0100BJ10136BG1;Enlarge;15000;100;R16;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0100BJ10136BG1\PD0100BJ10136BG1.pdf;Datasheet\capacitors\PD0100BJ10136BG1\PD0100BJ10136BG1.zip
PD0100BJ10138BG1;Enlarge;15000;100;R16;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0100BJ10138BG1\PD0100BJ10138BG1.pdf;Datasheet\capacitors\PD0100BJ10138BG1\PD0100BJ10138BG1.zip
PD0100BJ12138BG1;Enlarge;15000;120;R16;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0100BJ12138BG1\PD0100BJ12138BG1.pdf;Datasheet\capacitors\PD0100BJ12138BG1\PD0100BJ12138BG1.zip
PD0100BJ20133BH1;Enlarge;15000;200;R42;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0100BJ20133BH1\PD0100BJ20133BH1.pdf;Datasheet\capacitors\PD0100BJ20133BH1\PD0100BJ20133BH1.zip
PD0100BJ20136BH1;Enlarge;15000;200;R42;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0100BJ20136BH1\PD0100BJ20136BH1.pdf;Datasheet\capacitors\PD0100BJ20136BH1\PD0100BJ20136BH1.zip
PD0100BJ20138BH1;Enlarge;15000;200;R42;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0100BJ20138BH1\PD0100BJ20138BH1.pdf;Datasheet\capacitors\PD0100BJ20138BH1\PD0100BJ20138BH1.zip
PD0100BJ40036BF1;Enlarge;15000;100;R7;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0100BJ40036BF1\PD0100BJ40036BF1.pdf;Datasheet\capacitors\PD0100BJ40036BF1\PD0100BJ40036BF1.zip
PD0100BJ50033BF1;Enlarge;15000;50;R7;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0100BJ50033BF1\PD0100BJ50033BF1.pdf;Datasheet\capacitors\PD0100BJ50033BF1\PD0100BJ50033BF1.zip
PD0100BJ50036BF1;Enlarge;15000;50;R7;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0100BJ50036BF1\PD0100BJ50036BF1.pdf;Datasheet\capacitors\PD0100BJ50036BF1\PD0100BJ50036BF1.zip
PD0100BJ50038BF1;Enlarge;15000;50;R7;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0100BJ50038BF1\PD0100BJ50038BF1.pdf;Datasheet\capacitors\PD0100BJ50038BF1\PD0100BJ50038BF1.zip
PD0100BJ60038BF1;Enlarge;15000;60;R7;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0100BJ60038BF1\PD0100BJ60038BF1.pdf;Datasheet\capacitors\PD0100BJ60038BF1\PD0100BJ60038BF1.zip
PD0100BJ80038BG1;Enlarge;15000;80;R16;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0100BJ80038BG1\PD0100BJ80038BG1.pdf;Datasheet\capacitors\PD0100BJ80038BG1\PD0100BJ80038BG1.zip
PD0100WE16233BJ1;Enlarge;11000;1600;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0100WE16233BJ1\PD0100WE16233BJ1.pdf;Datasheet\capacitors\PD0100WE16233BJ1\PD0100WE16233BJ1.zip
PD0100WE16236BJ1;Enlarge;11000;1600;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0100WE16236BJ1\PD0100WE16236BJ1.pdf;Datasheet\capacitors\PD0100WE16236BJ1\PD0100WE16236BJ1.zip
PD0100WE16238BJ1;Enlarge;11000;1600;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0100WE16238BJ1\PD0100WE16238BJ1.pdf;Datasheet\capacitors\PD0100WE16238BJ1\PD0100WE16238BJ1.zip
PD0100WH10233BJ1;Enlarge;13000;1000;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0100WH10233BJ1\PD0100WH10233BJ1.pdf;Datasheet\capacitors\PD0100WH10233BJ1\PD0100WH10233BJ1.zip
PD0100WH10236BJ1;Enlarge;13000;1000;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0100WH10236BJ1\PD0100WH10236BJ1.pdf;Datasheet\capacitors\PD0100WH10236BJ1\PD0100WH10236BJ1.zip
PD0100WH10238BJ1;Enlarge;13000;1000;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0100WH10238BJ1\PD0100WH10238BJ1.pdf;Datasheet\capacitors\PD0100WH10238BJ1\PD0100WH10238BJ1.zip
PD0100WH12236BJ1;Enlarge;13000;1200;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0100WH12236BJ1\PD0100WH12236BJ1.pdf;Datasheet\capacitors\PD0100WH12236BJ1\PD0100WH12236BJ1.zip
PD0100WH12238BJ1;Enlarge;13000;1200;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0100WH12238BJ1\PD0100WH12238BJ1.pdf;Datasheet\capacitors\PD0100WH12238BJ1\PD0100WH12238BJ1.zip
PD0100WH16138BG1;Enlarge;13000;160;R16;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0100WH16138BG1\PD0100WH16138BG1.pdf;Datasheet\capacitors\PD0100WH16138BG1\PD0100WH16138BG1.zip
PD0100WH30136BH1;Enlarge;13000;300;R42;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0100WH30136BH1\PD0100WH30136BH1.pdf;Datasheet\capacitors\PD0100WH30136BH1\PD0100WH30136BH1.zip
PD0100WJ25138BH1;Enlarge;14000;250;R42;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0100WJ25138BH1\PD0100WJ25138BH1.pdf;Datasheet\capacitors\PD0100WJ25138BH1\PD0100WJ25138BH1.zip
PD0100WJ40138BJ1;Enlarge;14000;400;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0100WJ40138BJ1\PD0100WJ40138BJ1.pdf;Datasheet\capacitors\PD0100WJ40138BJ1\PD0100WJ40138BJ1.zip
PD0100WJ50133BJ1;Enlarge;14000;500;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0100WJ50133BJ1\PD0100WJ50133BJ1.pdf;Datasheet\capacitors\PD0100WJ50133BJ1\PD0100WJ50133BJ1.zip
PD0100WJ50136BJ1;Enlarge;14000;500;R85;NA;NA;Individual;image\capacitors\22082.png;Datasheet\capacitors\PD0100WJ50136BJ1\PD0100WJ50136BJ1.pdf;Datasheet\capacitors\PD0100WJ50136BJ1\PD0100WJ50136BJ1.zip
