Part Number;Product Image;Description;Voltage;Capacitance;Dielectric;Lead Spacing(mm/inch);Packaging;Lead Style;Image path;Datasheet part;3d model part
VY2330K29U2JS6UV0;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);33;U2J;10 mm / 0.400 inch;Ammo;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2330K29U2JS6UV0\VY2330K29U2JS6UV0.pdf;Datasheet\capacitors\VY2330K29U2JS6UV0\VY2330K29U2JS6UV0.zip
VY2330K29U2JS6UV5;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);33;U2J;5 mm / 0.200 inch;Ammo;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2330K29U2JS6UV5\VY2330K29U2JS6UV5.pdf;Datasheet\capacitors\VY2330K29U2JS6UV5\VY2330K29U2JS6UV5.zip
VY2330K29U2JS6UV7;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);33;U2J;7.5 mm / 0.300 inch;Ammo;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2330K29U2JS6UV7\VY2330K29U2JS6UV7.pdf;Datasheet\capacitors\VY2330K29U2JS6UV7\VY2330K29U2JS6UV7.zip
VY2331K29Y5SS63V0;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);330;Y5S;10 mm / 0.400 inch;Bulk;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2331K29Y5SS63V0\VY2331K29Y5SS63V0.pdf;Datasheet\capacitors\VY2331K29Y5SS63V0\VY2331K29Y5SS63V0.zip
VY2331K29Y5SS63V5;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);330;Y5S;5 mm / 0.200 inch;Bulk;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2331K29Y5SS63V5\VY2331K29Y5SS63V5.pdf;Datasheet\capacitors\VY2331K29Y5SS63V5\VY2331K29Y5SS63V5.zip
VY2331K29Y5SS63V7;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);330;Y5S;7.5 mm / 0.300 inch;Bulk;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2331K29Y5SS63V7\VY2331K29Y5SS63V7.pdf;Datasheet\capacitors\VY2331K29Y5SS63V7\VY2331K29Y5SS63V7.zip
VY2331K29Y5SS6TV0;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);330;Y5S;10 mm / 0.400 inch;Reel;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2331K29Y5SS6TV0\VY2331K29Y5SS6TV0.pdf;Datasheet\capacitors\VY2331K29Y5SS6TV0\VY2331K29Y5SS6TV0.zip
VY2331K29Y5SS6TV5;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);330;Y5S;5 mm / 0.200 inch;Reel;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2331K29Y5SS6TV5\VY2331K29Y5SS6TV5.pdf;Datasheet\capacitors\VY2331K29Y5SS6TV5\VY2331K29Y5SS6TV5.zip
VY2331K29Y5SS6TV7;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);330;Y5S;7.5 mm / 0.300 inch;Reel;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2331K29Y5SS6TV7\VY2331K29Y5SS6TV7.pdf;Datasheet\capacitors\VY2331K29Y5SS6TV7\VY2331K29Y5SS6TV7.zip
VY2331K29Y5SS6UV0;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);330;Y5S;10 mm / 0.400 inch;Ammo;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2331K29Y5SS6UV0\VY2331K29Y5SS6UV0.pdf;Datasheet\capacitors\VY2331K29Y5SS6UV0\VY2331K29Y5SS6UV0.zip
VY2331K29Y5SS6UV5;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);330;Y5S;5 mm / 0.200 inch;Ammo;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2331K29Y5SS6UV5\VY2331K29Y5SS6UV5.pdf;Datasheet\capacitors\VY2331K29Y5SS6UV5\VY2331K29Y5SS6UV5.zip
VY2331K29Y5SS6UV7;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);330;Y5S;7.5 mm / 0.300 inch;Ammo;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2331K29Y5SS6UV7\VY2331K29Y5SS6UV7.pdf;Datasheet\capacitors\VY2331K29Y5SS6UV7\VY2331K29Y5SS6UV7.zip
VY2332M35Y5VS63V7;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);3300;Y5V;7.5 mm / 0.300 inch;Bulk;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2332M35Y5VS63V7\VY2332M35Y5VS63V7.pdf;Datasheet\capacitors\VY2332M35Y5VS63V7\VY2332M35Y5VS63V7.zip
VY2332M35Y5VS6TL5;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);3300;Y5V;5 mm / 0.200 inch;Reel;Straight;image\capacitors\28535.png;Datasheet\capacitors\VY2332M35Y5VS6TL5\VY2332M35Y5VS6TL5.pdf;Datasheet\capacitors\VY2332M35Y5VS6TL5\VY2332M35Y5VS6TL5.zip
VY2332M35Y5VS6TV5;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);3300;Y5V;5 mm / 0.200 inch;Reel;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2332M35Y5VS6TV5\VY2332M35Y5VS6TV5.pdf;Datasheet\capacitors\VY2332M35Y5VS6TV5\VY2332M35Y5VS6TV5.zip
VY2332M35Y5VS6TV7;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);3300;Y5V;7.5 mm / 0.300 inch;Reel;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2332M35Y5VS6TV7\VY2332M35Y5VS6TV7.pdf;Datasheet\capacitors\VY2332M35Y5VS6TV7\VY2332M35Y5VS6TV7.zip
VY2332M35Y5VS6UV7;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);3300;Y5V;7.5 mm / 0.300 inch;Ammo;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2332M35Y5VS6UV7\VY2332M35Y5VS6UV7.pdf;Datasheet\capacitors\VY2332M35Y5VS6UV7\VY2332M35Y5VS6UV7.zip
VY2332M41Y5US63L7;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);3300;Y5U;7.5 mm / 0.300 inch;Bulk;Straight;image\capacitors\28535.png;Datasheet\capacitors\VY2332M41Y5US63L7\VY2332M41Y5US63L7.pdf;Datasheet\capacitors\VY2332M41Y5US63L7\VY2332M41Y5US63L7.zip
VY2332M41Y5US63V0;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);3300;Y5U;10 mm / 0.400 inch;Bulk;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2332M41Y5US63V0\VY2332M41Y5US63V0.pdf;Datasheet\capacitors\VY2332M41Y5US63V0\VY2332M41Y5US63V0.zip
VY2332M41Y5US63V5;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);3300;Y5U;5 mm / 0.200 inch;Bulk;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2332M41Y5US63V5\VY2332M41Y5US63V5.pdf;Datasheet\capacitors\VY2332M41Y5US63V5\VY2332M41Y5US63V5.zip
VY2332M41Y5US63V7;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);3300;Y5U;7.5 mm / 0.300 inch;Bulk;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2332M41Y5US63V7\VY2332M41Y5US63V7.pdf;Datasheet\capacitors\VY2332M41Y5US63V7\VY2332M41Y5US63V7.zip
VY2332M41Y5US65V7;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);3300;Y5U;7.5 mm / 0.300 inch;Bulk;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2332M41Y5US65V7\VY2332M41Y5US65V7.pdf;Datasheet\capacitors\VY2332M41Y5US65V7\VY2332M41Y5US65V7.zip
VY2332M41Y5US6BV7;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);3300;Y5U;7.5 mm / 0.300 inch;Bulk;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2332M41Y5US6BV7\VY2332M41Y5US6BV7.pdf;Datasheet\capacitors\VY2332M41Y5US6BV7\VY2332M41Y5US6BV7.zip
VY2332M41Y5US6TK7;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);3300;Y5U;7.5 mm / 0.300 inch;Reel;Outside Crimp;image\capacitors\28535.png;Datasheet\capacitors\VY2332M41Y5US6TK7\VY2332M41Y5US6TK7.pdf;Datasheet\capacitors\VY2332M41Y5US6TK7\VY2332M41Y5US6TK7.zip
VY2332M41Y5US6TV0;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);3300;Y5U;10 mm / 0.400 inch;Reel;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2332M41Y5US6TV0\VY2332M41Y5US6TV0.pdf;Datasheet\capacitors\VY2332M41Y5US6TV0\VY2332M41Y5US6TV0.zip
VY2332M41Y5US6TV5;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);3300;Y5U;5 mm / 0.200 inch;Reel;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2332M41Y5US6TV5\VY2332M41Y5US6TV5.pdf;Datasheet\capacitors\VY2332M41Y5US6TV5\VY2332M41Y5US6TV5.zip
VY2332M41Y5US6TV7;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);3300;Y5U;7.5 mm / 0.300 inch;Reel;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2332M41Y5US6TV7\VY2332M41Y5US6TV7.pdf;Datasheet\capacitors\VY2332M41Y5US6TV7\VY2332M41Y5US6TV7.zip
VY2332M41Y5US6UK7;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);3300;Y5U;7.5 mm / 0.300 inch;Ammo;Outside Crimp;image\capacitors\28535.png;Datasheet\capacitors\VY2332M41Y5US6UK7\VY2332M41Y5US6UK7.pdf;Datasheet\capacitors\VY2332M41Y5US6UK7\VY2332M41Y5US6UK7.zip
VY2332M41Y5US6UL7;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);3300;Y5U;7.5 mm / 0.300 inch;Ammo;Straight;image\capacitors\28535.png;Datasheet\capacitors\VY2332M41Y5US6UL7\VY2332M41Y5US6UL7.pdf;Datasheet\capacitors\VY2332M41Y5US6UL7\VY2332M41Y5US6UL7.zip
VY2332M41Y5US6UV0;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);3300;Y5U;10 mm / 0.400 inch;Ammo;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2332M41Y5US6UV0\VY2332M41Y5US6UV0.pdf;Datasheet\capacitors\VY2332M41Y5US6UV0\VY2332M41Y5US6UV0.zip
VY2332M41Y5US6UV5;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);3300;Y5U;5 mm / 0.200 inch;Ammo;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2332M41Y5US6UV5\VY2332M41Y5US6UV5.pdf;None
VY2332M41Y5US6UV7;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);3300;Y5U;7.5 mm / 0.300 inch;Ammo;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2332M41Y5US6UV7\VY2332M41Y5US6UV7.pdf;Datasheet\capacitors\VY2332M41Y5US6UV7\VY2332M41Y5US6UV7.zip
VY2392M39Y5VS63V7;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);3900;Y5V;7.5 mm / 0.300 inch;Bulk;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2392M39Y5VS63V7\VY2392M39Y5VS63V7.pdf;Datasheet\capacitors\VY2392M39Y5VS63V7\VY2392M39Y5VS63V7.zip
VY2392M39Y5VS6TV7;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);3900;Y5V;7.5 mm / 0.300 inch;Reel;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2392M39Y5VS6TV7\VY2392M39Y5VS6TV7.pdf;Datasheet\capacitors\VY2392M39Y5VS6TV7\VY2392M39Y5VS6TV7.zip
VY2392M39Y5VS6UV7;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);3900;Y5V;7.5 mm / 0.300 inch;Ammo;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2392M39Y5VS6UV7\VY2392M39Y5VS6UV7.pdf;Datasheet\capacitors\VY2392M39Y5VS6UV7\VY2392M39Y5VS6UV7.zip
VY2392M43Y5US63V0;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);3900;Y5U;10 mm / 0.400 inch;Bulk;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2392M43Y5US63V0\VY2392M43Y5US63V0.pdf;Datasheet\capacitors\VY2392M43Y5US63V0\VY2392M43Y5US63V0.zip
VY2392M43Y5US63V5;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);3900;Y5U;5 mm / 0.200 inch;Bulk;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2392M43Y5US63V5\VY2392M43Y5US63V5.pdf;Datasheet\capacitors\VY2392M43Y5US63V5\VY2392M43Y5US63V5.zip
VY2392M43Y5US63V7;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);3900;Y5U;7.5 mm / 0.300 inch;Bulk;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2392M43Y5US63V7\VY2392M43Y5US63V7.pdf;Datasheet\capacitors\VY2392M43Y5US63V7\VY2392M43Y5US63V7.zip
VY2392M43Y5US6TV0;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);3900;Y5U;10 mm / 0.400 inch;Reel;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2392M43Y5US6TV0\VY2392M43Y5US6TV0.pdf;Datasheet\capacitors\VY2392M43Y5US6TV0\VY2392M43Y5US6TV0.zip
VY2392M43Y5US6TV5;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);3900;Y5U;5 mm / 0.200 inch;Reel;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2392M43Y5US6TV5\VY2392M43Y5US6TV5.pdf;Datasheet\capacitors\VY2392M43Y5US6TV5\VY2392M43Y5US6TV5.zip
VY2392M43Y5US6TV7;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);3900;Y5U;7.5 mm / 0.300 inch;Reel;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2392M43Y5US6TV7\VY2392M43Y5US6TV7.pdf;Datasheet\capacitors\VY2392M43Y5US6TV7\VY2392M43Y5US6TV7.zip
VY2392M43Y5US6UV0;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);3900;Y5U;10 mm / 0.400 inch;Ammo;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2392M43Y5US6UV0\VY2392M43Y5US6UV0.pdf;Datasheet\capacitors\VY2392M43Y5US6UV0\VY2392M43Y5US6UV0.zip
VY2392M43Y5US6UV5;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);3900;Y5U;5 mm / 0.200 inch;Ammo;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2392M43Y5US6UV5\VY2392M43Y5US6UV5.pdf;Datasheet\capacitors\VY2392M43Y5US6UV5\VY2392M43Y5US6UV5.zip
VY2392M43Y5US6UV7;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);3900;Y5U;7.5 mm / 0.300 inch;Ammo;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2392M43Y5US6UV7\VY2392M43Y5US6UV7.pdf;Datasheet\capacitors\VY2392M43Y5US6UV7\VY2392M43Y5US6UV7.zip
VY2470K29U2JS63V0;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);47;U2J;10 mm / 0.400 inch;Bulk;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2470K29U2JS63V0\VY2470K29U2JS63V0.pdf;Datasheet\capacitors\VY2470K29U2JS63V0\VY2470K29U2JS63V0.zip
VY2470K29U2JS63V5;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);47;U2J;5 mm / 0.200 inch;Bulk;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2470K29U2JS63V5\VY2470K29U2JS63V5.pdf;Datasheet\capacitors\VY2470K29U2JS63V5\VY2470K29U2JS63V5.zip
VY2470K29U2JS63V7;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);47;U2J;7.5 mm / 0.300 inch;Bulk;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2470K29U2JS63V7\VY2470K29U2JS63V7.pdf;Datasheet\capacitors\VY2470K29U2JS63V7\VY2470K29U2JS63V7.zip
VY2470K29U2JS6TV0;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);47;U2J;10 mm / 0.400 inch;Reel;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2470K29U2JS6TV0\VY2470K29U2JS6TV0.pdf;Datasheet\capacitors\VY2470K29U2JS6TV0\VY2470K29U2JS6TV0.zip
VY2470K29U2JS6TV5;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);47;U2J;5 mm / 0.200 inch;Reel;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2470K29U2JS6TV5\VY2470K29U2JS6TV5.pdf;Datasheet\capacitors\VY2470K29U2JS6TV5\VY2470K29U2JS6TV5.zip
VY2470K29U2JS6TV7;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);47;U2J;7.5 mm / 0.300 inch;Reel;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2470K29U2JS6TV7\VY2470K29U2JS6TV7.pdf;Datasheet\capacitors\VY2470K29U2JS6TV7\VY2470K29U2JS6TV7.zip
VY2470K29U2JS6UV0;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);47;U2J;10 mm / 0.400 inch;Ammo;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2470K29U2JS6UV0\VY2470K29U2JS6UV0.pdf;Datasheet\capacitors\VY2470K29U2JS6UV0\VY2470K29U2JS6UV0.zip
VY2470K29U2JS6UV5;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);47;U2J;5 mm / 0.200 inch;Ammo;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2470K29U2JS6UV5\VY2470K29U2JS6UV5.pdf;Datasheet\capacitors\VY2470K29U2JS6UV5\VY2470K29U2JS6UV5.zip
VY2470K29U2JS6UV7;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);47;U2J;7.5 mm / 0.300 inch;Ammo;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2470K29U2JS6UV7\VY2470K29U2JS6UV7.pdf;Datasheet\capacitors\VY2470K29U2JS6UV7\VY2470K29U2JS6UV7.zip
VY2471K29Y5SS63L0;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);470;Y5S;10 mm / 0.400 inch;Bulk;Straight;image\capacitors\28535.png;Datasheet\capacitors\VY2471K29Y5SS63L0\VY2471K29Y5SS63L0.pdf;Datasheet\capacitors\VY2471K29Y5SS63L0\VY2471K29Y5SS63L0.zip
VY2471K29Y5SS63V0;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);470;Y5S;10 mm / 0.400 inch;Bulk;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2471K29Y5SS63V0\VY2471K29Y5SS63V0.pdf;Datasheet\capacitors\VY2471K29Y5SS63V0\VY2471K29Y5SS63V0.zip
VY2471K29Y5SS63V5;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);470;Y5S;5 mm / 0.200 inch;Bulk;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2471K29Y5SS63V5\VY2471K29Y5SS63V5.pdf;Datasheet\capacitors\VY2471K29Y5SS63V5\VY2471K29Y5SS63V5.zip
VY2471K29Y5SS63V7;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);470;Y5S;7.5 mm / 0.300 inch;Bulk;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2471K29Y5SS63V7\VY2471K29Y5SS63V7.pdf;Datasheet\capacitors\VY2471K29Y5SS63V7\VY2471K29Y5SS63V7.zip
VY2471K29Y5SS6BV7;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);470;Y5S;7.5 mm / 0.300 inch;Bulk;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2471K29Y5SS6BV7\VY2471K29Y5SS6BV7.pdf;Datasheet\capacitors\VY2471K29Y5SS6BV7\VY2471K29Y5SS6BV7.zip
VY2471K29Y5SS6TL7;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);470;Y5S;7.5 mm / 0.300 inch;Reel;Straight;image\capacitors\28535.png;Datasheet\capacitors\VY2471K29Y5SS6TL7\VY2471K29Y5SS6TL7.pdf;Datasheet\capacitors\VY2471K29Y5SS6TL7\VY2471K29Y5SS6TL7.zip
VY2471K29Y5SS6TV0;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);470;Y5S;10 mm / 0.400 inch;Reel;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2471K29Y5SS6TV0\VY2471K29Y5SS6TV0.pdf;Datasheet\capacitors\VY2471K29Y5SS6TV0\VY2471K29Y5SS6TV0.zip
VY2471K29Y5SS6TV5;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);470;Y5S;5 mm / 0.200 inch;Reel;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2471K29Y5SS6TV5\VY2471K29Y5SS6TV5.pdf;Datasheet\capacitors\VY2471K29Y5SS6TV5\VY2471K29Y5SS6TV5.zip
VY2471K29Y5SS6TV7;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);470;Y5S;7.5 mm / 0.300 inch;Reel;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2471K29Y5SS6TV7\VY2471K29Y5SS6TV7.pdf;Datasheet\capacitors\VY2471K29Y5SS6TV7\VY2471K29Y5SS6TV7.zip
VY2471K29Y5SS6UL0;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);470;Y5S;10 mm / 0.400 inch;Ammo;Straight;image\capacitors\28535.png;Datasheet\capacitors\VY2471K29Y5SS6UL0\VY2471K29Y5SS6UL0.pdf;Datasheet\capacitors\VY2471K29Y5SS6UL0\VY2471K29Y5SS6UL0.zip
